Source,Source_Lat,Source_Lon,Destination,Dest_Lat,Dest_Lon,Road Type,Distance (km),Travel Time (hrs)
Karur,10.9601,78.0766,Dindigul,10.3624,77.9695,Highway,332.22,5.01
Nagercoil,8.1773,77.4344,Madurai,9.9252,78.1198,State Road,425.13,7.68
Chennai,13.0827,80.2707,Madurai,9.9252,78.1198,Local Road,267.56,4.0
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,State Road,205.43,3.75
Thanjavur,10.7867,79.1386,Vellore,12.9165,79.1325,Highway,321.27,4.05
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,Local Road,436.76,8.96
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,State Road,312.98,5.69
Kanchipuram,12.8342,79.7036,Dindigul,10.3624,77.9695,Local Road,305.08,4.12
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Local Road,92.58,1.53
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,Local Road,406.85,6.15
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,State Road,136.12,2.35
Sivakasi,9.4486,77.7984,Krishnagiri,12.5192,78.2138,State Road,61.94,1.36
Karur,10.9601,78.0766,Coimbatore,11.0168,76.9558,Local Road,159.14,3.69
Thanjavur,10.7867,79.1386,Chennai,13.0827,80.2707,State Road,272.83,4.0
Dharmapuri,12.1357,78.1603,Madurai,9.9252,78.1198,Local Road,377.55,5.22
Sivakasi,9.4486,77.7984,Thanjavur,10.7867,79.1386,Highway,464.1,6.41
Tiruchirappalli,10.7905,78.7047,Dharmapuri,12.1357,78.1603,Local Road,363.2,6.09
Vellore,12.9165,79.1325,Pudukkottai,10.3833,78.8167,Highway,215.65,3.09
Salem,11.6643,78.146,Dindigul,10.3624,77.9695,Highway,299.4,4.82
Nagercoil,8.1773,77.4344,Thoothukudi,8.7642,78.1348,State Road,449.01,5.64
Salem,11.6643,78.146,Vellore,12.9165,79.1325,Highway,252.58,3.52
Vellore,12.9165,79.1325,Nagercoil,8.1773,77.4344,Highway,344.94,4.51
Erode,11.341,77.7172,Dharmapuri,12.1357,78.1603,State Road,165.57,2.39
Madurai,9.9252,78.1198,Erode,11.341,77.7172,Local Road,194.97,2.7
Madurai,9.9252,78.1198,Tiruchirappalli,10.7905,78.7047,State Road,259.14,4.58
Karur,10.9601,78.0766,Tirunelveli,8.7139,77.7567,Local Road,274.72,4.63
Salem,11.6643,78.146,Chennai,13.0827,80.2707,State Road,469.8,6.97
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,State Road,264.06,4.23
Tirunelveli,8.7139,77.7567,Coimbatore,11.0168,76.9558,Local Road,325.57,5.11
Erode,11.341,77.7172,Chennai,13.0827,80.2707,State Road,334.1,5.27
Thanjavur,10.7867,79.1386,Pudukkottai,10.3833,78.8167,State Road,105.21,1.46
Madurai,9.9252,78.1198,Dharmapuri,12.1357,78.1603,State Road,245.35,4.41
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,Local Road,203.0,3.35
Pudukkottai,10.3833,78.8167,Madurai,9.9252,78.1198,State Road,105.85,2.45
Cuddalore,11.7447,79.768,Madurai,9.9252,78.1198,Local Road,145.05,2.13
Tirunelveli,8.7139,77.7567,Chennai,13.0827,80.2707,Local Road,411.83,9.8
Cuddalore,11.7447,79.768,Thoothukudi,8.7642,78.1348,Highway,465.85,7.7
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,Highway,90.22,1.45
Krishnagiri,12.5192,78.2138,Vellore,12.9165,79.1325,Local Road,188.67,2.41
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,Local Road,365.38,5.42
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Highway,453.82,10.34
Tiruchirappalli,10.7905,78.7047,Kanchipuram,12.8342,79.7036,State Road,311.88,4.55
Sivakasi,9.4486,77.7984,Coimbatore,11.0168,76.9558,Local Road,99.24,2.25
Tirunelveli,8.7139,77.7567,Cuddalore,11.7447,79.768,State Road,398.1,7.74
Coimbatore,11.0168,76.9558,Salem,11.6643,78.146,Local Road,308.28,6.52
Vellore,12.9165,79.1325,Dharmapuri,12.1357,78.1603,State Road,106.72,2.58
Dindigul,10.3624,77.9695,Madurai,9.9252,78.1198,State Road,242.05,3.99
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,Local Road,144.1,2.78
Karur,10.9601,78.0766,Sivakasi,9.4486,77.7984,Highway,83.56,1.57
Madurai,9.9252,78.1198,Salem,11.6643,78.146,Local Road,272.71,4.64
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Local Road,255.52,5.8
Vellore,12.9165,79.1325,Erode,11.341,77.7172,State Road,246.41,3.17
Erode,11.341,77.7172,Cuddalore,11.7447,79.768,State Road,222.8,3.28
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,State Road,402.96,5.89
Thoothukudi,8.7642,78.1348,Tirunelveli,8.7139,77.7567,Local Road,364.08,5.18
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Local Road,425.92,5.91
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,State Road,362.71,6.57
Dindigul,10.3624,77.9695,Sivakasi,9.4486,77.7984,Highway,141.32,2.0
Tirunelveli,8.7139,77.7567,Nagercoil,8.1773,77.4344,State Road,335.17,6.05
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Highway,467.2,6.07
Madurai,9.9252,78.1198,Thanjavur,10.7867,79.1386,Highway,304.38,5.89
Cuddalore,11.7447,79.768,Dindigul,10.3624,77.9695,State Road,156.71,2.18
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,State Road,302.46,4.16
Nagercoil,8.1773,77.4344,Dharmapuri,12.1357,78.1603,Highway,173.42,3.99
Pudukkottai,10.3833,78.8167,Dharmapuri,12.1357,78.1603,Local Road,380.87,7.15
Nagercoil,8.1773,77.4344,Sivakasi,9.4486,77.7984,Local Road,237.03,5.28
Cuddalore,11.7447,79.768,Vellore,12.9165,79.1325,State Road,349.96,4.6
Thanjavur,10.7867,79.1386,Salem,11.6643,78.146,State Road,291.12,4.1
Coimbatore,11.0168,76.9558,Vellore,12.9165,79.1325,Local Road,172.94,2.82
Karur,10.9601,78.0766,Pudukkottai,10.3833,78.8167,Local Road,485.86,6.93
Erode,11.341,77.7172,Dharmapuri,12.1357,78.1603,Highway,396.87,6.93
Cuddalore,11.7447,79.768,Madurai,9.9252,78.1198,State Road,202.01,4.8
Erode,11.341,77.7172,Pudukkottai,10.3833,78.8167,Highway,108.75,1.99
Tiruchirappalli,10.7905,78.7047,Nagercoil,8.1773,77.4344,Highway,103.78,1.55
Thanjavur,10.7867,79.1386,Madurai,9.9252,78.1198,Local Road,293.64,7.29
Pudukkottai,10.3833,78.8167,Erode,11.341,77.7172,State Road,307.24,5.57
Tirunelveli,8.7139,77.7567,Krishnagiri,12.5192,78.2138,State Road,339.83,6.52
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,Highway,386.04,5.71
Coimbatore,11.0168,76.9558,Cuddalore,11.7447,79.768,Highway,180.82,2.3
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,State Road,103.61,2.4
Vellore,12.9165,79.1325,Thoothukudi,8.7642,78.1348,State Road,177.92,4.32
Thanjavur,10.7867,79.1386,Thoothukudi,8.7642,78.1348,State Road,204.9,2.94
Salem,11.6643,78.146,Thoothukudi,8.7642,78.1348,Local Road,393.49,6.2
Salem,11.6643,78.146,Sivakasi,9.4486,77.7984,State Road,205.53,2.58
Tiruchirappalli,10.7905,78.7047,Chennai,13.0827,80.2707,State Road,373.38,8.62
Tiruchirappalli,10.7905,78.7047,Thanjavur,10.7867,79.1386,State Road,87.49,1.41
Erode,11.341,77.7172,Dindigul,10.3624,77.9695,Highway,66.09,1.51
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Local Road,197.21,3.19
Chennai,13.0827,80.2707,Salem,11.6643,78.146,State Road,413.5,5.37
Sivakasi,9.4486,77.7984,Chennai,13.0827,80.2707,State Road,85.63,1.28
Coimbatore,11.0168,76.9558,Dharmapuri,12.1357,78.1603,State Road,192.02,3.86
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Highway,444.86,5.74
Thoothukudi,8.7642,78.1348,Kanchipuram,12.8342,79.7036,State Road,170.85,2.53
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,State Road,171.42,3.09
Sivakasi,9.4486,77.7984,Dindigul,10.3624,77.9695,Local Road,474.32,5.95
Tirunelveli,8.7139,77.7567,Nagercoil,8.1773,77.4344,State Road,276.09,3.51
Madurai,9.9252,78.1198,Cuddalore,11.7447,79.768,Local Road,211.95,3.67
Erode,11.341,77.7172,Dindigul,10.3624,77.9695,Local Road,452.78,7.29
Karur,10.9601,78.0766,Pudukkottai,10.3833,78.8167,Local Road,81.74,1.73
Tirunelveli,8.7139,77.7567,Erode,11.341,77.7172,Highway,148.52,3.52
Cuddalore,11.7447,79.768,Thanjavur,10.7867,79.1386,Local Road,136.87,3.07
Thanjavur,10.7867,79.1386,Kanchipuram,12.8342,79.7036,Highway,180.18,2.79
Thoothukudi,8.7642,78.1348,Thanjavur,10.7867,79.1386,State Road,413.68,9.31
Krishnagiri,12.5192,78.2138,Madurai,9.9252,78.1198,Local Road,313.19,5.62
Thanjavur,10.7867,79.1386,Chennai,13.0827,80.2707,State Road,425.38,6.06
Thoothukudi,8.7642,78.1348,Nagercoil,8.1773,77.4344,Highway,273.39,6.29
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,State Road,321.18,7.29
Thanjavur,10.7867,79.1386,Dharmapuri,12.1357,78.1603,Local Road,383.81,6.9
Kanchipuram,12.8342,79.7036,Cuddalore,11.7447,79.768,Highway,427.29,8.56
Madurai,9.9252,78.1198,Tiruchirappalli,10.7905,78.7047,Local Road,187.08,3.87
Cuddalore,11.7447,79.768,Coimbatore,11.0168,76.9558,Highway,146.76,1.94
Chennai,13.0827,80.2707,Dindigul,10.3624,77.9695,Local Road,90.81,1.74
Cuddalore,11.7447,79.768,Pudukkottai,10.3833,78.8167,Local Road,54.58,0.82
Thoothukudi,8.7642,78.1348,Sivakasi,9.4486,77.7984,State Road,199.61,3.32
Krishnagiri,12.5192,78.2138,Sivakasi,9.4486,77.7984,Highway,317.74,4.02
Chennai,13.0827,80.2707,Pudukkottai,10.3833,78.8167,Local Road,498.51,7.3
Tirunelveli,8.7139,77.7567,Nagercoil,8.1773,77.4344,Highway,365.99,5.59
Dharmapuri,12.1357,78.1603,Madurai,9.9252,78.1198,Highway,425.48,5.51
Coimbatore,11.0168,76.9558,Tirunelveli,8.7139,77.7567,Local Road,102.0,1.52
Thoothukudi,8.7642,78.1348,Karur,10.9601,78.0766,Local Road,87.98,1.61
Salem,11.6643,78.146,Vellore,12.9165,79.1325,Local Road,53.15,0.82
Madurai,9.9252,78.1198,Pudukkottai,10.3833,78.8167,Local Road,496.71,11.1
Pudukkottai,10.3833,78.8167,Chennai,13.0827,80.2707,Local Road,307.09,5.52
Sivakasi,9.4486,77.7984,Krishnagiri,12.5192,78.2138,Local Road,481.62,8.35
Krishnagiri,12.5192,78.2138,Madurai,9.9252,78.1198,Highway,472.0,6.94
Karur,10.9601,78.0766,Pudukkottai,10.3833,78.8167,Local Road,121.45,1.68
Tiruchirappalli,10.7905,78.7047,Kanchipuram,12.8342,79.7036,Local Road,79.74,1.07
Dharmapuri,12.1357,78.1603,Erode,11.341,77.7172,Local Road,401.02,9.46
Thoothukudi,8.7642,78.1348,Chennai,13.0827,80.2707,State Road,444.8,7.42
Thanjavur,10.7867,79.1386,Chennai,13.0827,80.2707,Local Road,404.0,5.86
Salem,11.6643,78.146,Chennai,13.0827,80.2707,State Road,295.23,6.05
Tirunelveli,8.7139,77.7567,Krishnagiri,12.5192,78.2138,Highway,88.19,1.49
Chennai,13.0827,80.2707,Nagercoil,8.1773,77.4344,Local Road,369.61,8.32
Dindigul,10.3624,77.9695,Thoothukudi,8.7642,78.1348,State Road,418.99,5.53
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Local Road,69.45,1.38
Nagercoil,8.1773,77.4344,Cuddalore,11.7447,79.768,State Road,414.59,6.11
Thoothukudi,8.7642,78.1348,Coimbatore,11.0168,76.9558,Highway,463.74,9.78
Vellore,12.9165,79.1325,Dharmapuri,12.1357,78.1603,Local Road,87.75,1.27
Chennai,13.0827,80.2707,Tirunelveli,8.7139,77.7567,State Road,249.66,3.64
Dharmapuri,12.1357,78.1603,Tiruchirappalli,10.7905,78.7047,Local Road,467.4,7.89
Madurai,9.9252,78.1198,Pudukkottai,10.3833,78.8167,State Road,107.89,1.53
Chennai,13.0827,80.2707,Tirunelveli,8.7139,77.7567,Highway,174.49,2.51
Coimbatore,11.0168,76.9558,Nagercoil,8.1773,77.4344,Highway,168.37,3.69
Chennai,13.0827,80.2707,Kanchipuram,12.8342,79.7036,State Road,206.35,3.13
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,63.25,1.52
Tirunelveli,8.7139,77.7567,Cuddalore,11.7447,79.768,Highway,355.61,6.22
Karur,10.9601,78.0766,Madurai,9.9252,78.1198,Highway,326.42,5.99
Tirunelveli,8.7139,77.7567,Kanchipuram,12.8342,79.7036,State Road,92.56,1.19
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,State Road,404.85,9.0
Krishnagiri,12.5192,78.2138,Thoothukudi,8.7642,78.1348,Highway,333.54,6.47
Kanchipuram,12.8342,79.7036,Krishnagiri,12.5192,78.2138,Highway,262.08,3.33
Pudukkottai,10.3833,78.8167,Kanchipuram,12.8342,79.7036,Highway,158.09,2.09
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,State Road,167.1,3.03
Tiruchirappalli,10.7905,78.7047,Erode,11.341,77.7172,Highway,155.51,2.73
Vellore,12.9165,79.1325,Dindigul,10.3624,77.9695,Highway,237.4,3.0
Coimbatore,11.0168,76.9558,Cuddalore,11.7447,79.768,State Road,243.0,5.42
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Highway,293.94,5.56
Karur,10.9601,78.0766,Kanchipuram,12.8342,79.7036,Highway,372.13,5.43
Thoothukudi,8.7642,78.1348,Madurai,9.9252,78.1198,Local Road,284.05,6.82
Kanchipuram,12.8342,79.7036,Dindigul,10.3624,77.9695,State Road,365.85,5.01
Tirunelveli,8.7139,77.7567,Thoothukudi,8.7642,78.1348,State Road,313.21,4.86
Tirunelveli,8.7139,77.7567,Thanjavur,10.7867,79.1386,State Road,342.45,4.73
Tiruchirappalli,10.7905,78.7047,Coimbatore,11.0168,76.9558,Local Road,169.1,2.69
Dindigul,10.3624,77.9695,Kanchipuram,12.8342,79.7036,Local Road,128.9,2.65
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,Local Road,102.39,2.4
Thanjavur,10.7867,79.1386,Erode,11.341,77.7172,State Road,103.89,1.45
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,Highway,394.18,6.32
Dindigul,10.3624,77.9695,Nagercoil,8.1773,77.4344,Highway,358.47,7.27
Tirunelveli,8.7139,77.7567,Thanjavur,10.7867,79.1386,State Road,361.33,6.02
Tiruchirappalli,10.7905,78.7047,Tirunelveli,8.7139,77.7567,Local Road,139.32,3.39
Tiruchirappalli,10.7905,78.7047,Vellore,12.9165,79.1325,Highway,207.15,3.14
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,Local Road,171.49,2.65
Dharmapuri,12.1357,78.1603,Thoothukudi,8.7642,78.1348,Local Road,414.67,5.7
Dharmapuri,12.1357,78.1603,Tirunelveli,8.7139,77.7567,Highway,347.16,8.03
Karur,10.9601,78.0766,Pudukkottai,10.3833,78.8167,Highway,112.93,2.28
Chennai,13.0827,80.2707,Erode,11.341,77.7172,Highway,62.34,1.22
Salem,11.6643,78.146,Erode,11.341,77.7172,Highway,450.87,9.82
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Local Road,137.02,3.14
Chennai,13.0827,80.2707,Krishnagiri,12.5192,78.2138,Local Road,81.2,1.59
Erode,11.341,77.7172,Tiruchirappalli,10.7905,78.7047,Local Road,270.12,5.03
Thoothukudi,8.7642,78.1348,Kanchipuram,12.8342,79.7036,Local Road,436.21,5.48
Tiruchirappalli,10.7905,78.7047,Karur,10.9601,78.0766,Highway,163.03,2.31
Erode,11.341,77.7172,Kanchipuram,12.8342,79.7036,State Road,149.63,2.56
Salem,11.6643,78.146,Tirunelveli,8.7139,77.7567,Local Road,454.8,9.12
Dharmapuri,12.1357,78.1603,Dindigul,10.3624,77.9695,Local Road,294.3,4.03
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Highway,134.82,1.89
Krishnagiri,12.5192,78.2138,Tiruchirappalli,10.7905,78.7047,Highway,405.73,5.87
Dindigul,10.3624,77.9695,Coimbatore,11.0168,76.9558,State Road,95.79,1.5
Tirunelveli,8.7139,77.7567,Salem,11.6643,78.146,State Road,331.58,5.9
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,State Road,156.59,2.43
Chennai,13.0827,80.2707,Coimbatore,11.0168,76.9558,Local Road,89.46,1.46
Pudukkottai,10.3833,78.8167,Thanjavur,10.7867,79.1386,State Road,395.98,6.13
Tirunelveli,8.7139,77.7567,Tiruchirappalli,10.7905,78.7047,State Road,167.36,3.5
Tiruchirappalli,10.7905,78.7047,Coimbatore,11.0168,76.9558,Highway,484.97,8.26
Erode,11.341,77.7172,Dharmapuri,12.1357,78.1603,Highway,360.52,7.6
Thoothukudi,8.7642,78.1348,Tiruchirappalli,10.7905,78.7047,State Road,384.1,6.88
Dharmapuri,12.1357,78.1603,Thanjavur,10.7867,79.1386,State Road,231.56,3.09
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,State Road,375.0,4.96
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Highway,242.05,4.31
Krishnagiri,12.5192,78.2138,Coimbatore,11.0168,76.9558,State Road,96.29,1.8
Karur,10.9601,78.0766,Nagercoil,8.1773,77.4344,Highway,201.46,3.92
Dharmapuri,12.1357,78.1603,Dindigul,10.3624,77.9695,Highway,206.6,3.89
Karur,10.9601,78.0766,Kanchipuram,12.8342,79.7036,State Road,332.48,6.32
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,State Road,200.29,3.7
Nagercoil,8.1773,77.4344,Coimbatore,11.0168,76.9558,State Road,336.38,5.3
Nagercoil,8.1773,77.4344,Vellore,12.9165,79.1325,Local Road,113.28,1.87
Coimbatore,11.0168,76.9558,Dharmapuri,12.1357,78.1603,Highway,466.94,11.55
Coimbatore,11.0168,76.9558,Chennai,13.0827,80.2707,Local Road,311.15,4.24
Sivakasi,9.4486,77.7984,Vellore,12.9165,79.1325,State Road,483.58,7.3
Chennai,13.0827,80.2707,Dharmapuri,12.1357,78.1603,Local Road,337.03,7.11
Pudukkottai,10.3833,78.8167,Nagercoil,8.1773,77.4344,Highway,147.09,2.15
Kanchipuram,12.8342,79.7036,Salem,11.6643,78.146,Highway,329.12,7.33
Sivakasi,9.4486,77.7984,Salem,11.6643,78.146,Highway,341.83,5.3
Vellore,12.9165,79.1325,Kanchipuram,12.8342,79.7036,Highway,392.14,5.21
Dindigul,10.3624,77.9695,Erode,11.341,77.7172,Highway,484.46,9.13
Nagercoil,8.1773,77.4344,Chennai,13.0827,80.2707,State Road,458.78,10.77
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,State Road,398.24,6.19
Erode,11.341,77.7172,Karur,10.9601,78.0766,Highway,76.45,1.08
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,Local Road,413.43,8.19
Salem,11.6643,78.146,Cuddalore,11.7447,79.768,Local Road,386.41,5.9
Kanchipuram,12.8342,79.7036,Dindigul,10.3624,77.9695,Local Road,409.23,6.78
Tiruchirappalli,10.7905,78.7047,Salem,11.6643,78.146,Local Road,427.62,10.48
Tiruchirappalli,10.7905,78.7047,Pudukkottai,10.3833,78.8167,State Road,69.79,1.21
Tirunelveli,8.7139,77.7567,Kanchipuram,12.8342,79.7036,Highway,399.38,8.79
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,State Road,93.38,2.16
Cuddalore,11.7447,79.768,Dharmapuri,12.1357,78.1603,State Road,220.39,3.41
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,State Road,134.05,3.22
Thanjavur,10.7867,79.1386,Nagercoil,8.1773,77.4344,State Road,310.95,6.58
Erode,11.341,77.7172,Thoothukudi,8.7642,78.1348,Local Road,499.71,11.24
Kanchipuram,12.8342,79.7036,Tiruchirappalli,10.7905,78.7047,Highway,447.57,9.77
Coimbatore,11.0168,76.9558,Tiruchirappalli,10.7905,78.7047,Local Road,450.61,6.33
Tiruchirappalli,10.7905,78.7047,Thoothukudi,8.7642,78.1348,Highway,182.5,2.81
Kanchipuram,12.8342,79.7036,Vellore,12.9165,79.1325,Highway,453.01,5.7
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,Local Road,247.71,3.41
Erode,11.341,77.7172,Krishnagiri,12.5192,78.2138,Highway,450.94,5.87
Nagercoil,8.1773,77.4344,Karur,10.9601,78.0766,State Road,258.62,5.29
Tirunelveli,8.7139,77.7567,Pudukkottai,10.3833,78.8167,Local Road,410.87,5.39
Erode,11.341,77.7172,Dharmapuri,12.1357,78.1603,Local Road,352.3,6.61
Tiruchirappalli,10.7905,78.7047,Chennai,13.0827,80.2707,State Road,178.59,3.02
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,State Road,296.24,3.9
Cuddalore,11.7447,79.768,Thoothukudi,8.7642,78.1348,Local Road,177.49,2.38
Madurai,9.9252,78.1198,Coimbatore,11.0168,76.9558,Highway,448.4,10.2
Tirunelveli,8.7139,77.7567,Tiruchirappalli,10.7905,78.7047,Highway,432.8,5.41
Tirunelveli,8.7139,77.7567,Tiruchirappalli,10.7905,78.7047,Highway,370.96,5.24
Pudukkottai,10.3833,78.8167,Dindigul,10.3624,77.9695,Highway,487.29,7.8
Tirunelveli,8.7139,77.7567,Vellore,12.9165,79.1325,Local Road,87.52,1.61
Vellore,12.9165,79.1325,Madurai,9.9252,78.1198,State Road,430.04,6.73
Chennai,13.0827,80.2707,Karur,10.9601,78.0766,Local Road,479.59,9.7
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Local Road,328.29,4.23
Vellore,12.9165,79.1325,Krishnagiri,12.5192,78.2138,State Road,378.76,6.54
Chennai,13.0827,80.2707,Cuddalore,11.7447,79.768,Highway,425.49,6.84
Sivakasi,9.4486,77.7984,Tirunelveli,8.7139,77.7567,Highway,312.55,7.1
Chennai,13.0827,80.2707,Tiruchirappalli,10.7905,78.7047,Local Road,347.51,5.57
Thoothukudi,8.7642,78.1348,Chennai,13.0827,80.2707,State Road,364.45,8.84
Thanjavur,10.7867,79.1386,Krishnagiri,12.5192,78.2138,Local Road,452.61,11.06
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Highway,448.71,7.16
Pudukkottai,10.3833,78.8167,Tirunelveli,8.7139,77.7567,Local Road,354.27,6.9
Nagercoil,8.1773,77.4344,Pudukkottai,10.3833,78.8167,Local Road,485.55,7.78
Krishnagiri,12.5192,78.2138,Vellore,12.9165,79.1325,State Road,366.76,5.8
Thoothukudi,8.7642,78.1348,Madurai,9.9252,78.1198,Highway,231.49,3.51
Erode,11.341,77.7172,Madurai,9.9252,78.1198,Highway,207.26,4.26
Pudukkottai,10.3833,78.8167,Tiruchirappalli,10.7905,78.7047,Local Road,229.35,3.33
Karur,10.9601,78.0766,Krishnagiri,12.5192,78.2138,State Road,320.69,4.78
Tirunelveli,8.7139,77.7567,Madurai,9.9252,78.1198,Highway,165.17,2.61
Thanjavur,10.7867,79.1386,Sivakasi,9.4486,77.7984,Local Road,240.48,4.28
Dharmapuri,12.1357,78.1603,Tiruchirappalli,10.7905,78.7047,State Road,377.43,5.27
Sivakasi,9.4486,77.7984,Thoothukudi,8.7642,78.1348,State Road,76.88,1.41
Salem,11.6643,78.146,Chennai,13.0827,80.2707,Highway,93.36,1.41
Chennai,13.0827,80.2707,Thoothukudi,8.7642,78.1348,State Road,220.89,3.63
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,Local Road,414.43,5.23
Dharmapuri,12.1357,78.1603,Chennai,13.0827,80.2707,State Road,304.71,3.82
Cuddalore,11.7447,79.768,Madurai,9.9252,78.1198,Local Road,447.12,7.83
Tiruchirappalli,10.7905,78.7047,Thoothukudi,8.7642,78.1348,State Road,310.44,3.9
Cuddalore,11.7447,79.768,Chennai,13.0827,80.2707,Highway,238.13,4.38
Vellore,12.9165,79.1325,Thanjavur,10.7867,79.1386,State Road,188.99,2.69
Thoothukudi,8.7642,78.1348,Karur,10.9601,78.0766,Local Road,498.36,9.09
Pudukkottai,10.3833,78.8167,Salem,11.6643,78.146,State Road,309.65,5.05
Coimbatore,11.0168,76.9558,Madurai,9.9252,78.1198,Local Road,440.72,9.99
Vellore,12.9165,79.1325,Chennai,13.0827,80.2707,Highway,499.53,8.0
Coimbatore,11.0168,76.9558,Erode,11.341,77.7172,Highway,107.65,1.82
Kanchipuram,12.8342,79.7036,Salem,11.6643,78.146,Highway,303.34,6.25
Krishnagiri,12.5192,78.2138,Tirunelveli,8.7139,77.7567,Highway,386.4,5.09
Karur,10.9601,78.0766,Chennai,13.0827,80.2707,State Road,331.2,7.79
Cuddalore,11.7447,79.768,Karur,10.9601,78.0766,Local Road,154.74,2.33
Dharmapuri,12.1357,78.1603,Cuddalore,11.7447,79.768,Local Road,402.39,5.85
Kanchipuram,12.8342,79.7036,Nagercoil,8.1773,77.4344,State Road,124.82,2.14
Dindigul,10.3624,77.9695,Sivakasi,9.4486,77.7984,Highway,309.84,5.13
Tirunelveli,8.7139,77.7567,Thoothukudi,8.7642,78.1348,Local Road,117.78,2.54
Pudukkottai,10.3833,78.8167,Kanchipuram,12.8342,79.7036,State Road,207.66,3.06
Nagercoil,8.1773,77.4344,Tirunelveli,8.7139,77.7567,State Road,368.85,4.87
Nagercoil,8.1773,77.4344,Coimbatore,11.0168,76.9558,Local Road,481.01,7.43
Karur,10.9601,78.0766,Thanjavur,10.7867,79.1386,Local Road,350.1,5.67
Vellore,12.9165,79.1325,Dindigul,10.3624,77.9695,Highway,277.5,4.6
Salem,11.6643,78.146,Tirunelveli,8.7139,77.7567,Highway,384.25,6.84
Kanchipuram,12.8342,79.7036,Dharmapuri,12.1357,78.1603,State Road,375.61,8.26
Thanjavur,10.7867,79.1386,Krishnagiri,12.5192,78.2138,Highway,328.92,5.18
Erode,11.341,77.7172,Thanjavur,10.7867,79.1386,Local Road,78.77,1.15
Nagercoil,8.1773,77.4344,Madurai,9.9252,78.1198,Local Road,498.01,7.84
Pudukkottai,10.3833,78.8167,Karur,10.9601,78.0766,State Road,328.08,4.99
Coimbatore,11.0168,76.9558,Tirunelveli,8.7139,77.7567,Local Road,144.21,2.96
Madurai,9.9252,78.1198,Karur,10.9601,78.0766,State Road,269.73,5.31
Thoothukudi,8.7642,78.1348,Karur,10.9601,78.0766,Highway,412.73,9.36
Thanjavur,10.7867,79.1386,Salem,11.6643,78.146,Local Road,76.59,1.08
Erode,11.341,77.7172,Coimbatore,11.0168,76.9558,Local Road,126.01,2.33
Sivakasi,9.4486,77.7984,Erode,11.341,77.7172,Local Road,429.62,8.62
Cuddalore,11.7447,79.768,Tiruchirappalli,10.7905,78.7047,State Road,277.13,5.57
Pudukkottai,10.3833,78.8167,Thoothukudi,8.7642,78.1348,Local Road,196.85,2.63
